YEAR,PERIOD,JE_REF,DATE,ENTITY_CODE,ACCOUNT,ACC_NAME,AMOUNT,DESCRIPTION,OPERATOR,TIME,Manual,
2012,5,152529,18/01/2012,1915,67170,Misc expenses,300,Lurgan SO 01-954412-02 Frt,CARAWAY,15:45:01,y,
2012,5,152530,01/02/2013,1021,13340,Drafting,26193.47,VSD part#375 21064 008,CAR,02:29:27,y,
2012,5,152530,01/02/2013,1021,21999,Revenue accrual,4995.99,Generator rental for 4/25/02,CAR,02:29:27,y,
2012,5,152530,01/02/2013,3510,67320,Misc expenses,-26193.47,VSD part#375 21064 008,CAR,02:29:27,y,
2012,5,152530,01/02/2013,5200,67390,Other fees,-4995.99,Generator rental for 4/25/02,CAR,02:29:27,y,
2012,5,152804,15/02/2013,1007,13110,Inventory,-397630.78,Trf FG bal to i/co FG hold,WESTS,04:27:48,n,
2012,5,152804,15/02/2013,1170,13111,Inventory - ppd,397630.78,Trf FG bal to i/co FG hold,WESTS,04:27:48,n,
2012,5,152811,15/02/2013,1170,18406,Revenue,-114000,record y/e a/p accrual,WESTS,08:05:49,n,
2012,5,152811,15/02/2013,1170,18406,Revenue,-21913.12,record y/e a/p accrual,WESTS,08:05:49,n,
2012,5,152811,15/02/2013,1170,21120,Expense,136851.59,record y/e a/p accrual,WESTS,08:05:49,n,
2012,5,152811,15/02/2013,1171,66560,Misc expenses,-938.47,y/e accrual,WESTS,08:05:49,n,
2012,4,183900,30/04/2012,0107C,81999,Expense,-45000,LTC/STC SPLIT,STEIN,03:32:41,y,
2012,4,183900,30/04/2012,0107D,81999,Expense,45000,LTC/STC SPLIT,STEIN,03:32:41,y,
2012,4,183900,30/04/2012,0107C,82310,Expense,-21000,LTC/STC SPLIT,STEIN,03:32:41,y,
2012,4,183900,30/04/2012,0107D,82310,Expense,21000,LTC/STC SPLIT,STEIN,03:32:41,y,
